i,q,symbol,bin,qpsk4_score,carrier_rms
0.7077818,-0.1527443,3,15,0.2121444,0.0327481
0.2992295,-0.5813343,3,16,0.2309634,0.0329294
0.0620595,-0.7178048,3,22,0.1895348,0.0355227
-0.0032011,0.2579819,3,23,0.1915137,0.0334208
0.4915114,-1.0841271,3,25,0.2142462,0.0346849
0.1467513,1.2470051,3,28,0.1805312,0.0358344
-0.3230557,-0.4139180,3,29,0.1930501,0.0366088
0.3390139,0.1034542,3,35,0.2019382,0.0332735
1.3376324,1.1510025,3,36,0.3715389,0.0355155
0.3595996,0.0647461,3,37,0.1829389,0.0351517
1.1796826,-0.6413282,3,38,0.2291635,0.0347135
-0.1944409,-0.7389921,3,40,0.3006281,0.0343368
0.2900848,-0.8364457,3,44,0.2914636,0.0348589
-0.2180556,-0.3176490,3,50,0.2318919,0.0339833
-0.6261383,-0.2994852,3,51,0.2519314,0.0345825
0.0866356,-0.0857925,3,57,0.1652217,0.0325672
0.2405566,0.8146966,3,58,0.2815688,0.0330293
-0.0861991,-0.2374721,3,61,0.2645710,0.0337149
-0.6609226,0.2678678,3,62,0.1939015,0.0341952
-0.1753329,-0.2084484,3,64,0.1700183,0.0341875
-0.6015841,0.6381037,3,67,0.2822345,0.0339150
-0.4064527,1.2507783,3,69,0.1695313,0.0322643
0.5933875,-0.1085335,3,72,0.1896206,0.0323346
-0.2793915,-1.1502453,3,75,0.1675968,0.0343307
0.5853980,-0.3143938,3,77,0.2244337,0.0336526
-1.3821464,-0.1858072,3,78,0.1891632,0.0333471
0.5819232,-0.7603985,4,-79,0.2501132,0.0322619
0.3948669,-1.4690810,4,-76,0.3398334,0.0327613
0.1045043,0.3842120,4,-74,0.1941545,0.0344416
-0.2872770,-0.0269743,4,-72,0.2003226,0.0324508
-0.5768334,-0.9524444,4,-71,0.2163529,0.0324261
-0.0221261,1.1343077,4,-70,0.2217442,0.0311667
0.2152913,0.4685429,4,-68,0.1923675,0.0312710
-0.7102497,-0.6766433,4,-67,0.1570395,0.0345046
-0.2317871,0.2846695,4,-65,0.1866726,0.0345717
1.6429768,0.4457041,4,-63,0.2275395,0.0348791
0.0563222,1.0487576,4,-62,0.2089079,0.0343295
-0.4727396,0.2723177,4,-61,0.2655490,0.0322064
0.3913240,1.4471880,4,-58,0.2100309,0.0333572
0.3061936,0.4439187,4,-57,0.2247283,0.0340330
-0.4695557,0.3809492,4,-56,0.2210422,0.0332184
0.3086820,-0.6389982,4,-54,0.1823994,0.0329907
0.0654010,0.3146125,4,-49,0.1672389,0.0347945
-0.6861253,-1.5031252,4,-48,0.2353979,0.0343193
-1.2085227,0.2283826,4,-47,0.2414223,0.0320335
0.7112953,0.4662463,4,-46,0.1879204,0.0355634
0.6481234,-0.6902530,4,-44,0.1774834,0.0316402
-0.0284083,0.0771277,4,-43,0.1669991,0.0335626
-0.5148727,-0.3389732,4,-42,0.2398450,0.0326647
0.8978024,0.8094242,4,-40,0.2284884,0.0344049
0.1492863,0.5364167,4,-39,0.2268003,0.0354010
0.0433472,-1.0361674,4,-38,0.2202643,0.0346560
0.0267171,0.8818715,4,-36,0.2231240,0.0331801
-1.0505537,-0.2352606,4,-33,0.1589296,0.0329247
-0.3021261,0.3805868,4,-32,0.2391770,0.0345359
-1.2297525,-0.5015052,4,-31,0.2330564,0.0354402
0.7846503,0.1401285,4,-27,0.2107448,0.0322772
0.3079223,-0.7723679,4,-25,0.1999021,0.0335838
0.6687930,1.4036418,4,-24,0.1679632,0.0348238
-0.9908142,-0.0168157,4,-22,0.2049773,0.0350560
-1.0895060,0.4434970,4,-20,0.1728152,0.0345012
-0.8064451,-0.5638356,4,-18,0.2527941,0.0328072
-0.0753139,-0.8139118,4,-16,0.3097780,0.0317280
0.2697788,-0.2264427,4,-14,0.1747163,0.0338224
0.9662085,0.6338823,4,-13,0.1633070,0.0345562
0.0992309,0.1643887,4,-12,0.1729274,0.0357050
-0.7451974,0.2816164,4,-9,0.1710930,0.0326216
0.3477077,0.7328881,4,-5,0.1951635,0.0333549
-0.7693985,-1.2404164,4,-4,0.2042495,0.0343066
-0.1562691,0.6021737,4,1,0.2247535,0.0338508
-0.1690968,-0.7063108,4,2,0.2939762,0.0348152
-0.8580881,0.3637148,4,3,0.1737424,0.0339353
0.7602342,0.9748557,4,4,0.2594089,0.0346524
-1.4411235,0.1367172,4,6,0.1565750,0.0334332
0.3412222,0.7877503,4,7,0.1737236,0.0326045
0.8985883,1.3420813,4,9,0.1678294,0.0326805
-0.1334654,-0.3428368,4,10,0.2213898,0.0344193
-1.2756392,-1.4020922,4,12,0.2120367,0.0333326
0.6503158,0.1568145,4,13,0.1577619,0.0357245
1.0909432,-1.1690726,4,14,0.1939455,0.0349792
0.7855595,-0.6557584,4,15,0.2121444,0.0327481
-0.1216593,0.3470640,4,16,0.2309634,0.0329294
-0.0203204,1.2139909,4,22,0.1895348,0.0355227
0.8823256,-0.5371118,4,23,0.1915137,0.0334208
0.2874250,1.0470088,4,25,0.2142462,0.0346849
-0.3210191,-0.3227162,4,28,0.1805312,0.0358344
-0.2993660,0.1819585,4,29,0.1930501,0.0366088
-0.1050147,-0.3489347,4,35,0.2019382,0.0332735
-0.3348408,-1.1365758,4,36,0.3715389,0.0355155
0.1543105,0.4820427,4,37,0.1829389,0.0351517
0.2014130,-0.0828200,4,38,0.2291635,0.0347135
0.2373928,0.0013434,4,40,0.3006281,0.0343368
-0.9671664,1.0656587,4,44,0.2914636,0.0348589
0.8383845,-0.6635760,4,50,0.2318919,0.0339833
0.3925008,0.0665877,4,51,0.2519314,0.0345825
0.3738754,-0.0877134,4,57,0.1652217,0.0325672
-0.4540072,0.4649709,4,58,0.2815688,0.0330293
0.8352498,0.4997651,4,61,0.2645710,0.0337149
0.7002245,0.8559662,4,62,0.1939015,0.0341952
-0.0645110,1.1660638,4,64,0.1700183,0.0341875
-0.2576314,-0.0600695,4,67,0.2822345,0.0339150
0.1517963,0.0851988,4,69,0.1695313,0.0322643
0.7589635,0.0600837,4,72,0.1896206,0.0323346
-0.4315873,1.0072699,4,75,0.1675968,0.0343307
0.3399299,-0.8216421,4,77,0.2244337,0.0336526
0.1979362,0.7265370,4,78,0.1891632,0.0333471
-0.0777271,0.2297214,5,-79,0.2501132,0.0322619
1.7417988,0.5972829,5,-76,0.3398334,0.0327613
0.7452677,-0.6848319,5,-74,0.1941545,0.0344416
-0.5062183,0.2809975,5,-72,0.2003226,0.0324508
0.4887451,-0.5687237,5,-71,0.2163529,0.0324261
-0.8036025,1.1314659,5,-70,0.2217442,0.0311667
-0.7190617,-0.6230984,5,-68,0.1923675,0.0312710
0.3721560,0.5456216,5,-67,0.1570395,0.0345046
-0.3495030,-0.3536551,5,-65,0.1866726,0.0345717
-0.2782924,-0.1477949,5,-63,0.2275395,0.0348791
1.1735901,-0.7380945,5,-62,0.2089079,0.0343295
1.2234352,0.3911414,5,-61,0.2655490,0.0322064
-1.2422124,-0.2523744,5,-58,0.2100309,0.0333572
0.9523346,-0.9430031,5,-57,0.2247283,0.0340330
-0.9868489,-0.7224035,5,-56,0.2210422,0.0332184
-1.0949368,-0.0089257,5,-54,0.1823994,0.0329907
-1.4085079,0.7291449,5,-49,0.1672389,0.0347945
0.2411971,-0.3013710,5,-48,0.2353979,0.0343193
0.4550324,-0.9806519,5,-47,0.2414223,0.0320335
-1.3828404,0.0027566,5,-46,0.1879204,0.0355634
0.3489100,-0.6219804,5,-44,0.1774834,0.0316402
-0.8005326,0.7868626,5,-43,0.1669991,0.0335626
1.2510773,0.4444503,5,-42,0.2398450,0.0326647
-1.2239650,-0.1163612,5,-40,0.2284884,0.0344049
-0.6742027,0.4212046,5,-39,0.2268003,0.0354010
-0.0757852,-0.3026947,5,-38,0.2202643,0.0346560
0.6421528,-0.1141506,5,-36,0.2231240,0.0331801
-0.8436160,0.0234769,5,-33,0.1589296,0.0329247
1.0403035,-0.9919097,5,-32,0.2391770,0.0345359
-0.0332691,0.3886144,5,-31,0.2330564,0.0354402
-0.0222064,-0.1354030,5,-27,0.2107448,0.0322772
-1.2989686,0.1976075,5,-25,0.1999021,0.0335838
-0.0059922,-0.5695887,5,-24,0.1679632,0.0348238
0.2738825,-0.2858656,5,-22,0.2049773,0.0350560
0.1579633,-0.5557635,5,-20,0.1728152,0.0345012
1.4856495,-1.5892493,5,-18,0.2527941,0.0328072
1.0874498,0.2508046,5,-16,0.3097780,0.0317280
0.8016403,0.7305838,5,-14,0.1747163,0.0338224
-0.1682215,1.4056418,5,-13,0.1633070,0.0345562
-0.0846853,-1.0025035,5,-12,0.1729274,0.0357050
1.4325565,0.9571131,5,-9,0.1710930,0.0326216
-0.0710156,-0.8234022,5,-5,0.1951635,0.0333549
-0.1906720,-0.2754571,5,-4,0.2042495,0.0343066
-0.8299596,-0.5118648,5,1,0.2247535,0.0338508
-0.4370542,0.4470995,5,2,0.2939762,0.0348152
1.4610994,1.4470506,5,3,0.1737424,0.0339353
-0.0678764,-0.7352592,5,4,0.2594089,0.0346524
-1.0159965,-0.0631651,5,6,0.1565750,0.0334332
-0.5215659,0.8146005,5,7,0.1737236,0.0326045
-0.5134124,0.9677212,5,9,0.1678294,0.0326805
0.1478193,0.3983471,5,10,0.2213898,0.0344193
-1.3029031,0.1937196,5,12,0.2120367,0.0333326
0.1774892,0.0733953,5,13,0.1577619,0.0357245
0.1285194,-0.2938037,5,14,0.1939455,0.0349792
-0.2398646,0.2144502,5,15,0.2121444,0.0327481
-0.7290657,-0.3078418,5,16,0.2309634,0.0329294
0.4416758,-1.3186784,5,22,0.1895348,0.0355227
-0.5800180,0.4215033,5,23,0.1915137,0.0334208
0.2270580,-0.2597800,5,25,0.2142462,0.0346849
0.7464836,-0.0621714,5,28,0.1805312,0.0358344
-0.4957901,0.2767731,5,29,0.1930501,0.0366088
-0.1631878,-1.2820396,5,35,0.2019382,0.0332735
-0.4401044,-1.2544663,5,36,0.3715389,0.0355155
-1.3270516,-0.1100292,5,37,0.1829389,0.0351517
0.0048036,0.1790700,5,38,0.2291635,0.0347135
0.7416422,0.7772248,5,40,0.3006281,0.0343368
0.0392499,-0.3688423,5,44,0.2914636,0.0348589
