i,q,symbol,bin
-0.3114788,0.9502531,2,75
-0.6645130,-0.7472767,2,76
-0.9954393,0.0953976,2,77
0.7996355,-0.6004857,2,78
0.9907368,0.1357960,2,79
-0.0132983,0.9999116,2,80
-0.6518040,0.7583874,2,81
0.1140610,0.9934738,3,-79
-0.1562209,-0.9877222,3,-78
-0.9388876,-0.3442239,3,-77
0.9312046,0.3644969,3,-76
0.9344166,0.3561819,3,-75
-0.9814085,0.1919306,3,-74
0.4143397,0.9101223,3,-73
0.2201335,-0.9754698,3,-72
-0.1476693,0.9890368,3,-71
-0.4969150,0.8677993,3,-70
-0.8222634,0.5691071,3,-69
-0.4920420,-0.8705715,3,-68
0.9319363,0.3626221,3,-67
-0.9745926,-0.2239851,3,-66
-0.8347585,-0.5506161,3,-65
0.9984947,0.0548480,3,-64
-0.7362336,-0.6767275,3,-63
0.3802290,-0.9248924,3,-62
-0.7800431,0.6257258,3,-61
0.9982064,-0.0598657,3,-60
0.4041270,-0.9147029,3,-59
0.5804507,0.8142955,3,-58
-0.6686180,0.7436060,3,-57
-0.7609230,-0.6488422,3,-56
0.6331126,0.7740597,3,-55
0.0423933,-0.9991010,3,-54
-0.7195250,0.6944666,3,-53
-0.6548724,-0.7557395,3,-52
-0.8781954,-0.4783021,3,-51
-0.9570832,0.2898134,3,-50
-0.8708863,-0.4914846,3,-49
-0.4949616,-0.8689148,3,-48
-0.3530962,-0.9355870,3,-47
0.7475337,0.6642238,3,-46
0.4664338,0.8845562,3,-45
-0.9140603,0.4055784,3,-44
0.9809769,0.1941245,3,-43
-0.4811489,-0.8766389,3,-42
-0.2316329,0.9728032,3,-41
0.9946063,-0.1037229,3,-40
0.4010712,0.9160469,3,-39
0.2723089,-0.9622099,3,-38
0.6421890,-0.7665463,3,-37
0.2583247,0.9660581,3,-36
0.0800341,0.9967921,3,-35
0.6582495,-0.7527998,3,-34
0.5201371,-0.8540828,3,-33
0.2876480,0.9577362,3,-32
-0.2768450,-0.9609146,3,-31
0.3354847,0.9420456,3,-30
0.6176825,0.7864276,3,-29
0.6275857,-0.7785475,3,-28
0.9904006,0.1382272,3,-27
-0.8481774,-0.5297122,3,-26
0.7859651,0.6182708,3,-25
0.2177042,-0.9760148,3,-24
0.6275203,0.7786002,3,-23
0.8546783,-0.5191580,3,-22
-0.7579485,-0.6523143,3,-21
0.9277665,-0.3731612,3,-20
-0.6719266,0.7406178,3,-19
-0.9018297,0.4320917,3,-18
-0.7371845,0.6756914,3,-17
-0.6668775,-0.7451674,3,-16
-0.8782964,0.4781166,3,-15
0.7939680,-0.6079596,3,-14
-0.8719593,-0.4895783,3,-13
-0.7112432,-0.7029461,3,-12
-0.7937568,-0.6082352,3,-11
0.6276627,0.7784854,3,-10
0.6884265,-0.7253061,3,-9
-0.4367683,-0.8995740,3,-8
0.4465182,-0.8947745,3,-7
0.2290076,-0.9734246,3,-6
-0.2122013,0.9772260,3,-5
0.2903831,0.9569104,3,-4
-0.9996001,-0.0282807,3,-3
-0.1476061,-0.9890462,3,-2
-0.8817192,-0.4717747,3,-1
-0.9005718,0.4347071,3,1
-0.1101823,0.9939114,3,2
-0.8306529,0.5567905,3,3
-0.9896587,-0.1434422,3,4
0.3022996,0.9532130,3,5
0.4856862,-0.8741332,3,6
-0.7805257,0.6251237,3,7
-0.8735732,0.4866927,3,8
0.4707520,-0.8822656,3,9
0.0875469,0.9961604,3,10
0.5207450,-0.8537123,3,11
0.7486539,-0.6629610,3,12
0.8762099,0.4819298,3,13
-0.1584522,0.9873667,3,14
-0.7913619,0.6113480,3,15
0.8539417,-0.5203686,3,16
-0.5989658,-0.8007746,3,17
0.5319203,-0.8467944,3,18
0.5353827,0.8446096,3,19
-0.6003285,-0.7997535,3,20
0.8387331,-0.5445427,3,21
-0.9993312,0.0365678,3,22
-0.9964197,0.0845440,3,23
0.9995171,-0.0310739,3,24
0.8042579,0.5942805,3,25
0.9071668,-0.4207711,3,26
-0.9995703,-0.0293129,3,27
0.2774607,0.9607370,3,28
0.9157026,-0.4018566,3,29
-0.4164539,-0.9091569,3,30
0.0616119,0.9981002,3,31
-0.0685381,0.9976485,3,32
-0.0249197,0.9996895,3,33
0.8190873,0.5736689,3,34
-0.3637737,-0.9314873,3,35
0.8459103,0.5333251,3,36
0.9843855,0.1760262,3,37
0.2885202,-0.9574738,3,38
0.6939457,-0.7200273,3,39
0.1504620,-0.9886158,3,40
-0.6004361,0.7996728,3,41
-0.9745752,-0.2240608,3,42
0.4391994,0.8983896,3,43
-0.2883762,-0.9575171,3,44
0.4714711,-0.8818815,3,45
-0.9319289,-0.3626409,3,46
0.5461666,-0.8376766,3,47
0.3157723,-0.9488350,3,48
0.8940744,-0.4479184,3,49
0.8868183,0.4621182,3,50
-0.5503999,0.8349012,3,51
0.1642939,0.9864115,3,52
0.8501203,-0.5265885,3,53
-0.3501323,0.9367002,3,54
0.8829501,0.4694668,3,55
